"Industry Code","Industry","Category","Type","Valuation","Statistic","Period","Value"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2024Q3","128.841"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2024Q4","131.223"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2025Q1","136.542"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2025Q2","133.013"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2025Q3","133.251"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2025Q4","136.552"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2021Q1","25.0"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2021Q2","9.8"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2021Q3","28.4"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2021Q4","26.8"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2022Q1","9.2"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2022Q2","34.5"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2022Q3","2.0"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2022Q4","-21.3"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2023Q1","-11.6"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2023Q2","-15.7"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2023Q3","4.4"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2023Q4","2.7"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2024Q1","-0.7"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2024Q2","1.5"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2024Q3","1.4"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2024Q4","7.6"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2025Q1","17.2"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2025Q2","-9.9"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2025Q3","0.7"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Price % Change","2025Q4","10.3"
