"Industry Code","Industry","Category","Type","Valuation","Statistic","Period","Value"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2023Q3","114.016"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2023Q4","116.298"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2024Q1","112.303"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2024Q2","115.388"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2024Q3","110.241"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2024Q4","107.855"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2025Q1","119.823"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2025Q2","102.854"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2025Q3","102.613"
"21","Mining","VA_DD","Index","[2017=100] (All Industries)","VA Price Index","2025Q4","98.909"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2021Q1","145.3"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2021Q2","84.1"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2021Q3","52.6"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2021Q4","117.4"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2022Q1","65.1"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2022Q2","157.0"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2022Q3","-33.2"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2022Q4","-62.9"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2023Q1","-48.7"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2023Q2","-50.6"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2023Q3","24.9"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2023Q4","8.2"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2024Q1","-13.0"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2024Q2","11.4"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2024Q3","-16.7"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2024Q4","-8.4"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2025Q1","52.3"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2025Q2","-45.7"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2025Q3","-0.9"
"21","Mining","VA_DD","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","VA Price % Change","2025Q4","-13.7"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2021Q1","491.8"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2021Q2","583.6"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2021Q3","633.2"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2021Q4","745.3"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2022Q1","797.1"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2022Q2","967.3"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2022Q3","969.6"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2022Q4","828.3"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2023Q1","760.6"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2023Q2","684.7"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2023Q3","720.5"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2023Q4","732.4"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2024Q1","707.5"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2024Q2","716.9"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2024Q3","706.6"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2024Q4","694.6"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2025Q1","756.0"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2025Q2","686.5"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2025Q3","693.4"
"21","Mining","GO","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","GO Current Dollar","2025Q4","680.8"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2021Q1","476.1"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2021Q2","514.6"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2021Q3","512.6"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2021Q4","528.4"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2022Q1","522.8"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2022Q2","541.0"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2022Q3","570.5"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2022Q4","571.6"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2023Q1","583.4"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2023Q2","590.5"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2023Q3","599.9"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2023Q4","601.4"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2024Q1","593.3"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2024Q2","590.8"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2024Q3","596.9"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2024Q4","589.3"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2025Q1","594.3"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2025Q2","593.4"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2025Q3","599.6"
"21","Mining","GO","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","GO Chained 2017 $","2025Q4","593.9"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2021Q1","102.877"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2021Q2","111.201"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2021Q3","110.765"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2021Q4","114.187"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2022Q1","112.966"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2022Q2","116.896"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2022Q3","123.274"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2022Q4","123.514"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2023Q1","126.065"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2023Q2","127.608"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2023Q3","129.626"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2023Q4","129.963"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2024Q1","128.208"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2024Q2","127.665"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2024Q3","128.981"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2024Q4","127.334"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2025Q1","128.415"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2025Q2","128.219"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2025Q3","129.564"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Quantity Index","2025Q4","128.344"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2021Q1","20.8"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2021Q2","36.5"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2021Q3","-1.6"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2021Q4","12.9"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2022Q1","-4.2"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2022Q2","14.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2022Q3","23.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2022Q4","0.8"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2023Q1","8.5"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2023Q2","5.0"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2023Q3","6.5"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2023Q4","1.0"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2024Q1","-5.3"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2024Q2","-1.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2024Q3","4.2"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2024Q4","-5.0"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2025Q1","3.4"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2025Q2","-0.6"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2025Q3","4.3"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Quantity % Change","2025Q4","-3.7"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2021Q1","103.964"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2021Q2","113.940"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2021Q3","123.925"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2021Q4","141.299"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2022Q1","152.573"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2022Q2","178.811"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2022Q3","169.839"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2022Q4","144.771"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2023Q1","130.286"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2023Q2","115.906"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2023Q3","120.086"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2023Q4","121.769"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2024Q1","119.247"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2024Q2","121.343"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2024Q3","118.382"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2024Q4","117.872"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2025Q1","127.209"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2025Q2","115.689"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2025Q3","115.634"
"21","Mining","GO","Index","[2017=100] (All Industries)","GO Price Index","2025Q4","114.611"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2021Q1","79.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2021Q2","44.3"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2021Q3","39.9"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2021Q4","69.0"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2022Q1","35.9"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2022Q2","88.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2022Q3","-18.6"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2022Q4","-47.2"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2023Q1","-34.4"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2023Q2","-37.4"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2023Q3","15.2"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2023Q4","5.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2024Q1","-8.0"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2024Q2","7.2"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2024Q3","-9.4"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2024Q4","-1.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2025Q1","35.7"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2025Q2","-31.6"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2025Q3","-0.2"
"21","Mining","GO","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","GO Price % Change","2025Q4","-3.5"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2021Q1","209.6"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2021Q2","269.8"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2021Q3","288.2"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2021Q4","342.0"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2022Q1","376.2"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2022Q2","453.7"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2022Q3","473.2"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2022Q4","391.4"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2023Q1","357.0"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2023Q2","298.3"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2023Q3","296.4"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2023Q4","299.1"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2024Q1","301.3"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2024Q2","298.6"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2024Q3","303.3"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2024Q4","305.4"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2025Q1","345.0"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2025Q2","310.5"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2025Q3","314.3"
"21","Mining","II","Nominal Dollars","[Billions of dollars] Seasonally adjusted at annual rates (All Industries)","II Current Dollar","2025Q4","309.8"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2021Q1","187.3"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2021Q2","235.8"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2021Q3","236.6"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2021Q4","264.4"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2022Q1","284.0"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2022Q2","317.6"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2022Q3","329.4"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2022Q4","289.2"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2023Q1","272.0"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2023Q2","237.2"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2023Q3","233.1"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2023Q4","233.6"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2024Q1","235.6"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2024Q2","232.6"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2024Q3","235.4"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2024Q4","232.7"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2025Q1","252.6"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2025Q2","233.4"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2025Q3","235.8"
"21","Mining","II","Real Dollars","[Billions of 2017 chain dollars] (All Industries)","II Chained 2017 $","2025Q4","226.9"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2021Q1","95.843"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2021Q2","120.637"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2021Q3","121.054"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2021Q4","135.241"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2022Q1","145.279"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2022Q2","162.485"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2022Q3","168.496"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2022Q4","147.947"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2023Q1","139.164"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2023Q2","121.325"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2023Q3","119.225"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2023Q4","119.496"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2024Q1","120.531"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2024Q2","118.990"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2024Q3","120.420"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2024Q4","119.047"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2025Q1","129.217"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2025Q2","119.393"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2025Q3","120.640"
"21","Mining","II","Index","[2017=100] (All Industries)","II Quantity Index","2025Q4","116.058"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2021Q1","49.2"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2021Q2","151.0"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2021Q3","1.4"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2021Q4","55.8"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2022Q1","33.2"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2022Q2","56.5"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2022Q3","15.6"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2022Q4","-40.6"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2023Q1","-21.7"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2023Q2","-42.2"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2023Q3","-6.7"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2023Q4","0.9"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2024Q1","3.5"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2024Q2","-5.0"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2024Q3","4.9"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2024Q4","-4.5"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2025Q1","38.8"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2025Q2","-27.1"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2025Q3","4.2"
"21","Mining","II","Percent Change","[Percent change] Seasonally adjusted at annual rates (All Industries)","II Quantity % Change","2025Q4","-14.3"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2021Q1","112.493"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2021Q2","115.153"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2021Q3","122.573"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2021Q4","130.075"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2022Q1","132.955"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2022Q2","143.177"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2022Q3","143.887"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2022Q4","135.511"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2023Q1","131.401"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2023Q2","125.915"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2023Q3","127.282"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2023Q4","128.126"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2024Q1","127.901"
"21","Mining","II","Index","[2017=100] (All Industries)","II Price Index","2024Q2","128.383"
